ImageName,Tool,Job Name,Setup Name,Recipe,Recipe Name,Wafer,Lot,Col,Row,Mode,OClass,Index,Wafer X,Wafer Y,XInFrame,YInFrame,Zone
images/lot_02/26166.131934.c.-154061261.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,10,Color,1,134217731,26166.135873592557,131937.24408050167,0,0,63
images/lot_02/32079.172085.c.1741714144.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,13,Color,1,134217732,32081.988633695444,172087.41600383463,0,0,63
images/lot_02/26164.153740.c.928396196.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,12,Color,1,134217733,26165.75034734418,153742.22496795963,0,0,63
images/lot_02/31467.161366.c.-873880577.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,12,Color,1,134217734,31464.549024332733,161368.38882558976,0,0,63
images/lot_02/30316.162042.c.311461136.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,12,Color,1,134217735,30320.50598087881,162043.97632063393,0,0,63
images/lot_02/31566.155135.c.-1724503200.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,12,Color,1,134217736,31570.26725209203,155137.4005558503,0,0,63
images/lot_02/32754.163716.c.324461848.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,13,Color,1,134217737,32755.509481638885,163718.53744510812,0,0,63
images/lot_02/27277.139795.c.-689808383.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,10,Color,1,134217739,27280.854972321973,139799.36104341352,0,0,63
images/lot_02/29814.140098.c.-305331072.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,10,Color,1,134217740,29814.46234471804,140099.72674463195,0,0,63
images/lot_02/27853.151993.c.-782797117.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,11,Color,1,134217741,27852.884150387814,151996.4547312843,0,0,63
images/lot_02/26952.152378.c.533983132.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,11,Color,1,134217742,26952.100785647253,152381.81658228987,0,0,63
images/lot_02/27524.152918.c.1194581235.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,12,Color,1,134217743,27525.340222761024,152919.2033873805,0,0,63
images/lot_02/33990.183740.c.1915258471.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,14,Color,1,134217744,33989.57177695642,183742.9968786775,0,0,63
images/lot_02/31715.139562.c.-1556879161.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,10,Color,1,134217746,31712.36954101634,139565.0371763617,0,0,63
images/lot_02/28052.142065.c.1519987901.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,11,Color,1,134217747,28050.891692627283,142067.25255911457,0,0,63
images/lot_02/26164.142498.c.-291707291.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,11,Color,1,134217748,26167.435566351556,142500.78464149585,0,0,63
images/lot_02/26166.142835.c.1152762836.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,11,Color,1,134217749,26168.63982218677,142836.77200534134,0,0,63
images/lot_02/32413.165871.c.-1365456902.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,0,13,Color,1,134217750,32414.605406771832,165874.02288894815,0,0,63
images/lot_02/39828.104039.c.43406013.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,7,Color,1,134217751,39825.43665592628,104042.57094365176,0,0,63
images/lot_02/44113.100830.c.-786845096.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,7,Color,1,134217752,44110.30501647305,100833.57588006534,0,0,63
images/lot_02/47350.101514.c.-1771368312.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,7,Color,1,134217753,47351.10578632452,101518.0733123433,0,0,63
images/lot_02/47683.101936.c.-515239025.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,7,Color,34,134217754,47682.27614100856,101938.35858109625,0,0,63
images/lot_02/40222.213931.c.844763824.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,17,Color,1,134217756,40227.80043451689,213933.32382328145,0,0,63
images/lot_02/46230.227702.c.1977528071.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,18,Color,1,134217757,46231.38787230755,227704.63498252898,0,0,63
images/lot_02/39018.222001.c.312579125.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,18,Color,1,134217758,39020.208897230346,222003.93851181446,0,0,63
images/lot_02/43190.101027.c.-1365293534.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,7,Color,1,134217759,43188.58718142715,101031.13330108147,0,0,63
images/lot_02/41660.216319.c.1936429970.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,1,17,Color,1,134217760,41659.63276739819,216320.27398864587,0,0,63
images/lot_02/61311.248259.c.2024629824.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,20,Color,1,134217761,61310.44587380652,248259.68826132314,0,0,63
images/lot_02/53317.228445.c.1743467057.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,18,Color,1,134217762,53317.62328203722,228447.83249923142,0,0,63
images/lot_02/55646.79113.c.-637232887.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,5,Color,1,134217763,55646.852084823564,79116.56634036642,0,0,63
images/lot_02/57425.95711.c.-1362920763.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,6,Color,1,134217764,57426.877464750374,95714.70061631576,0,0,63
images/lot_02/56729.95264.c.-1811426001.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,6,Color,1,134217765,56731.72686606774,95268.25127677547,0,0,63
images/lot_02/54494.85463.c.210163462.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,5,Color,1,134217766,54493.75236469409,85466.70554888101,0,0,63
images/lot_02/57901.79494.c.-215832760.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,2,5,Color,1,134217767,57901.15534403674,79496.95060079657,0,0,63
images/lot_02/73463.244110.c.-953625077.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,3,20,Color,30,134217768,73462.81050518726,244110.59625831738,0,0,63
images/lot_02/85766.58346.c.-2040042958.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,4,3,Color,1,134217769,85769.64199981559,58348.31863376729,0,0,63
images/lot_02/89094.55486.c.-744191893.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,4,3,Color,1,134217770,89096.10421114226,55488.51270678246,0,0,63
images/lot_02/79140.217458.c.-1641341989.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,4,17,Color,1,134217771,79140.16772666176,217460.52800030584,0,0,63
images/lot_02/95786.45843.c.-2030377277.2.jpeg,EAGLET_106739,MTK-AHJ11236,setup1,2,x3.5 Surface,02,lot,5,2,Color,1,134217772,95786.4773126147,45846.77662408998,0,0,63
