DefectId, FileType, DefectOrderInFlt, Sx, Sy, Length, BoxDist,Bx, By, Diameter, Obj Width, Obj Height, BClass, Col, Row, iX, iY, width, height, EdgeX, EdgeY, SClass, OClass, ClusterId, GroupId, Zone, Area, PMObjectsNb, PMAbsoluteMicArea, PMProximityX, PMProximityY,GroupArea,GroupLength,GroupEdgeDist,BumpAvgD,Degrees,Recipe,ImageName,ImageType,PixelSize,ImageX,ImageY,RefPixelSize,RefImageX,RefImageY
19,surface.flt,19,28050.89,142067.25,14.45,0.00,0.00,0.00,0.00,0.00,0.00,0,2,13,2232.89,308.75,14.45,7.23,2225.66,305.14,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,305.14,0.00,-0.008,2,28052.142065.c.1519987901.2.jpeg,C,0.69,690.000000000121,517.999999999371,1.128,1979.17974161737,273.670600904723
20,surface.flt,20,26167.44,142500.78,17.61,0.00,0.00,0.00,0.00,0.00,0.00,0,2,13,349.44,742.28,14.45,16.86,342.21,733.85,2,1,-1,-1,63,127.672182,-1,-1,-1,-1,0.00,0.00,342.21,0.00,-0.008,2,26164.142498.c.-291707291.2.jpeg,C,0.69,690.000000000079,517.99999999979,1.128,309.731007646789,657.942672485304
21,surface.flt,21,26168.64,142836.77,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,2,13,350.64,1078.27,12.04,9.64,344.62,1073.45,2,1,-1,-1,63,92.852496,-1,-1,-1,-1,0.00,0.00,344.62,0.00,-0.008,2,26166.142835.c.1152762836.2.jpeg,C,0.69,690.000000000105,518.000000000503,1.128,310.798430110965,955.753527960252
22,surface.flt,22,32414.61,165874.02,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,2,15,6596.61,2306.52,7.23,12.04,6308.78,2300.50,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2300.50,0.00,-0.006,2,32413.165871.c.-1365456902.2.jpeg,C,0.69,689.9999999999,518.00000000021,1.128,5847.0672033199,2044.44460907192
23,surface.flt,23,39825.44,104042.57,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,1098.44,5902.07,12.04,9.64,1092.41,4997.61,2,1,-1,-1,63,87.049215,-1,-1,-1,-1,0.00,0.00,1092.41,0.00,-0.009,2,39828.104039.c.43406013.2.jpeg,C,0.69,689.999999999969,518.000000001111,1.128,973.626971714526,5231.44911369667
24,surface.flt,24,44110.31,100833.58,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,5383.31,2693.08,7.23,12.05,5379.69,2687.05,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2687.05,0.00,-0.009,2,44113.100830.c.-786845096.2.jpeg,C,0.69,689.999999999927,518.000000000503,1.128,4771.62787014279,2387.07558082463
25,surface.flt,25,47351.11,101518.07,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,8624.11,3377.57,12.04,9.64,4278.87,3372.76,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,3372.76,0.00,-0.009,2,47350.101514.c.-1771368312.2.jpeg,C,0.69,690.000000000031,518.00000000044,1.128,7644.19318600053,2993.79710613429
26,surface.flt,26,47682.28,101938.36,188.85,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,8955.28,3797.86,178.27,93.95,3864.59,3750.88,2,34,-1,-1,63,3180.197988,-1,-1,-1,-1,0.00,0.00,3750.88,0.00,-0.009,2,47683.101936.c.-515239025.2.jpeg,C,0.69,689.999999999937,518.000000000356,1.128,7937.73436364881,3366.32753108323
28,surface.flt,28,40227.80,213933.32,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,19,1500.80,6747.82,7.23,12.04,1497.19,4150.65,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1497.19,0.00,-0.006,2,40222.213931.c.844763824.2.jpeg,C,0.69,689.999999999979,518.000000000629,1.128,1330.27223219742,5981.10346295591
29,surface.flt,29,46231.39,227704.63,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,3,20,7504.39,9614.63,12.04,12.04,5398.59,1283.84,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,1283.84,0.00,-0.008,2,46230.227702.c.1977528071.2.jpeg,C,0.69,690.000000000063,517.999999999958,1.128,6651.70303564267,8522.1736807432
30,surface.flt,30,39020.21,222003.94,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,3,20,293.21,3913.94,14.45,12.04,285.98,3907.92,2,1,-1,-1,63,92.852496,-1,-1,-1,-1,0.00,0.00,285.98,0.00,-0.008,2,39018.222001.c.312579125.2.jpeg,C,0.69,690.000000000063,517.999999999204,1.128,259.893084548789,3469.21789896789
31,surface.flt,31,43188.59,101031.13,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,4461.59,2890.63,7.23,12.05,4457.97,2884.61,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2884.61,0.00,-0.009,2,43190.101027.c.-1365293534.2.jpeg,C,0.69,689.999999999927,518.000000000671,1.128,3954.64007237647,2562.18557271496
32,surface.flt,32,41659.63,216320.27,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,3,19,2932.63,9134.77,4.82,12.04,2930.22,1763.70,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,1763.70,0.00,-0.006,2,41660.216319.c.1936429970.2.jpeg,C,0.69,689.999999999979,517.999999999832,1.128,2599.4128519545,8096.83681252959
33,surface.flt,33,61310.45,248259.69,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,22,9674.45,8360.69,12.04,9.64,3228.53,2538.99,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,2538.99,0.00,-0.007,2,61311.248259.c.2024629824.2.jpeg,C,0.69,690.000000000031,518.00000000021,1.128,8575.1885539429,7410.70644730864
34,surface.flt,34,53317.62,228447.83,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,20,1681.62,10357.83,12.04,7.23,1675.60,543.05,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,543.05,0.00,-0.008,2,53317.228445.c.1743467057.2.jpeg,C,0.69,690.000000000021,518.000000000587,1.128,1490.5491134342,9180.92550314148
35,surface.flt,35,55646.85,79116.57,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,4010.85,2785.07,7.23,12.05,4007.24,2779.04,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2779.04,0.00,-0.004,2,55646.79113.c.-637232887.2.jpeg,C,0.69,690.000000000094,518.000000000042,1.128,3555.11967692723,2468.61364036427
36,surface.flt,36,57426.88,95714.70,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,8,5790.88,8478.70,9.64,12.05,5786.06,2419.78,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2419.78,0.00,-0.007,2,57425.95711.c.-1362920763.2.jpeg,C,0.69,689.999999999958,517.999999999958,1.128,5132.88996607666,7515.30966808074
37,surface.flt,37,56731.73,95268.25,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,8,5095.73,8032.25,7.23,12.05,5092.11,2866.23,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,2866.23,0.00,-0.007,2,56729.95264.c.-1811426001.2.jpeg,C,0.69,689.999999999906,517.999999999958,1.128,4516.72573973793,7119.58806053878
38,surface.flt,38,54493.75,85466.71,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,2857.75,9135.21,7.23,12.05,2854.14,1763.27,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1763.27,0.00,-0.004,2,54494.85463.c.210163462.2.jpeg,C,0.69,690.000000000126,518.000000000021,1.128,2533.0407226813,8097.21933680475
39,surface.flt,39,57901.16,79496.95,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,6265.16,3165.45,7.23,12.05,6261.54,3159.43,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,3159.43,0.00,-0.004,2,57901.79494.c.-215832760.2.jpeg,C,0.69,690.000000000063,518.000000000105,1.128,5553.27809940182,2805.77680242891
40,surface.flt,40,73462.81,244110.60,56.90,0.00,0.00,0.00,0.00,0.00,0.00,0,5,22,8917.81,4211.60,55.41,45.77,3963.49,4188.71,2,30,-1,-1,63,2106.591003,-1,-1,-1,-1,0.00,0.00,3963.49,0.00,-0.007,2,73463.244110.c.-953625077.2.jpeg,C,0.69,689.999999999937,517.99999999912,1.128,7904.52575453034,3733.05433349984
41,surface.flt,41,85769.64,58348.32,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,6,5,8315.64,3825.82,9.64,12.04,4588.54,3819.80,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,3819.80,0.00,-0.006,2,85766.58346.c.-2040042958.2.jpeg,C,0.69,689.999999999979,517.999999999979,1.128,7370.77854645627,3391.11062741692
42,surface.flt,42,89096.10,55488.51,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,6,5,11642.10,966.01,12.05,12.04,1260.87,959.99,2,1,-1,-1,63,87.049215,-1,-1,-1,-1,0.00,0.00,959.99,0.00,-0.006,2,89094.55486.c.-744191893.2.jpeg,C,0.69,689.999999999937,517.999999999937,1.128,10319.2720366026,856.249673540859
43,surface.flt,43,79140.17,217460.53,12.05,0.00,0.00,0.00,0.00,0.00,0.00,0,6,19,1686.17,10275.03,7.23,12.04,1682.55,623.45,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,623.45,0.00,-0.007,2,79140.217458.c.-1641341989.2.jpeg,C,0.69,690.000000000084,517.99999999979,1.128,1494.57719628636,9107.52965164291
44,surface.flt,44,95786.48,45846.78,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,7,4,5423.48,2228.78,9.64,12.04,5418.66,2222.75,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,2222.75,0.00,-0.003,2,95786.45843.c.-2030377277.2.jpeg,C,0.69,690,518.000000000115,1.128,4807.23559574826,1975.53225063561
45,surface.flt,45,94428.43,282539.19,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,7,25,4065.43,9926.69,9.64,12.05,4060.61,971.78,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,971.78,0.00,-0.007,2,94425.282538.c.-1842968014.2.jpeg,C,0.69,690.000000000021,517.999999999916,1.128,3603.4940756422,8798.77571547684
46,surface.flt,46,96115.47,149810.17,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,7,13,5752.47,8051.67,7.23,12.04,5748.85,2846.80,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2846.80,0.00,-0.006,2,96110.149808.c.-1703782608.2.jpeg,C,0.69,690.000000000042,518.000000000335,1.128,5098.84460920579,7136.80450494759
47,surface.flt,47,105644.93,33127.61,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,8,3,2372.93,414.11,7.23,14.45,2369.32,406.88,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,406.88,0.00,-0.004,2,105639.33124.c.1482081634.2.jpeg,C,0.69,689.99999999979,518.000000000063,1.128,2103.30794128193,367.056102256665
48,surface.flt,48,106258.07,36911.21,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,8,3,2986.07,4197.71,12.05,7.23,2980.05,4194.10,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,2980.05,0.00,-0.004,2,106255.36908.c.-1569195878.2.jpeg,C,0.69,690.000000000063,517.999999999937,1.128,2646.77922409694,3720.74758981416
49,surface.flt,49,120463.43,292868.99,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,9,26,4282.43,9351.99,7.23,12.05,4278.82,1546.49,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1546.49,0.00,-0.007,2,120463.292867.c.325610915.2.jpeg,C,0.69,690.000000000293,517.999999999497,1.128,3795.84223530146,8289.3681298409
50,surface.flt,50,125492.04,291549.59,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,9,26,9311.04,8032.59,9.64,12.05,3593.14,2865.88,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2865.88,0.00,-0.007,2,125490.291548.c.77695041.2.jpeg,C,0.69,689.999999999811,517.999999999665,1.128,8253.07878994259,7119.89163809476
51,surface.flt,51,113519.74,272780.16,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,8,25,10247.74,167.66,9.64,12.05,2656.45,161.64,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,161.64,0.00,-0.008,2,113519.272779.c.-1237130129.2.jpeg,C,0.69,690.000000000587,518,1.128,9083.33863905915,148.610659380808
52,surface.flt,52,151194.70,304517.57,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,11,27,9195.70,10096.07,9.64,9.64,3708.48,803.61,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,803.61,0.00,-0.005,2,151194.304516.c.545787009.2.jpeg,C,0.69,689.999999999832,518.000000000838,1.128,8150.84086103037,8948.90496562805
53,surface.flt,53,144746.24,303592.48,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,11,27,2747.24,9170.98,9.64,9.64,2742.42,1728.71,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1728.71,0.00,-0.005,2,144742.303591.c.761638340.2.jpeg,C,0.69,689.999999999204,518.000000000251,1.128,2435.08696866371,8128.92525704262
54,surface.flt,54,156362.38,305021.37,25.21,0.00,0.00,0.00,0.00,0.00,0.00,0,12,27,1454.38,10599.87,9.64,24.09,1449.56,292.59,2,1,-1,-1,63,162.491868,-1,-1,-1,-1,0.00,0.00,292.59,0.00,-0.004,2,156361.305021.c.-1066429503.2.jpeg,C,0.69,690.000000000084,517.999999999581,1.128,1289.12849278136,9395.46032501356
56,surface.flt,56,161061.99,303379.91,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,12,27,6153.99,8958.41,7.23,12.05,6150.38,1940.07,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1940.07,0.00,-0.004,2,161058.303379.c.2129389183.2.jpeg,C,0.69,689.999999999371,517.999999999749,1.128,5454.74782463913,7940.51337741442
57,surface.flt,57,160583.90,303596.68,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,12,27,5675.90,9175.18,9.64,12.05,5671.09,1723.30,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,1723.30,0.00,-0.004,2,160580.303596.c.1617562753.2.jpeg,C,0.69,690.000000000503,517.999999999246,1.128,5030.98110636143,8132.64941320472
58,surface.flt,58,159264.04,304497.46,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,12,27,4356.04,10075.96,4.82,12.05,4353.63,822.52,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,822.52,0.00,-0.004,2,159258.304497.c.849180444.2.jpeg,C,0.69,690.000000000084,518.000000000084,1.128,3861.086085625,8931.08138415547
61,surface.flt,61,156879.67,300485.13,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,12,27,1971.67,6063.63,9.64,14.45,1966.85,4833.64,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,1966.85,0.00,-0.004,2,156875.300483.c.731059218.2.jpeg,C,0.69,689.999999999539,517.999999999162,1.128,1747.63587707971,5374.650013423
63,surface.flt,63,167888.51,304208.58,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,13,27,71.51,9787.08,7.23,12.05,67.90,1111.40,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,67.90,0.00,-0.003,2,167884.304208.c.1425950394.2.jpeg,C,0.69,689.999999999371,518.000000000251,1.128,63.384776848362,8675.02110731512
64,surface.flt,64,168460.53,305007.00,14.46,0.00,0.00,0.00,0.00,0.00,0.00,0,13,27,643.53,10585.50,14.45,9.64,636.30,314.18,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,314.18,0.00,-0.003,2,168455.305006.c.103802809.2.jpeg,C,0.69,690.000000000754,518.000000000503,1.128,570.410447331738,9382.72217247605
66,surface.flt,66,176833.84,301791.98,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,13,27,9016.84,7370.48,12.04,9.64,3886.14,3529.20,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,3529.20,0.00,-0.003,2,176832.301790.c.-349240868.2.jpeg,C,0.69,689.999999999916,518.000000000754,1.128,7992.30291879475,6533.01131018306
67,surface.flt,67,173240.84,302724.53,12.05,0.00,0.00,0.00,0.00,0.00,0.00,0,13,27,5423.84,8303.03,7.23,12.05,5420.22,2595.45,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2595.45,0.00,-0.003,2,173237.302723.c.1370018182.2.jpeg,C,0.69,689.999999999749,518.000000000335,1.128,4807.55465716436,7359.59620906748
68,surface.flt,68,176477.28,300994.38,17.61,0.00,0.00,0.00,0.00,0.00,0.00,0,13,27,8660.28,6572.88,16.86,12.05,4240.29,4325.60,2,1,-1,-1,63,116.06562,-1,-1,-1,-1,0.00,0.00,4240.29,0.00,-0.003,2,176475.300992.c.1082019189.2.jpeg,C,0.69,690.000000000503,518.000000000754,1.128,7676.25712547383,5826.03342431006
69,surface.flt,69,169794.45,27932.44,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,13,2,1977.45,6123.44,7.23,12.04,1973.84,4775.04,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1973.84,0.00,-0.004,2,169789.27930.c.554558486.2.jpeg,C,0.69,690.000000000964,518.000000000026,1.128,1752.76699519623,5427.66315867031
70,surface.flt,70,185855.29,22259.73,10.01,0.00,0.00,0.00,0.00,0.00,0.00,0,14,2,5129.29,450.73,4.82,9.64,5126.88,445.92,2,1,-1,-1,63,46.426248,-1,-1,-1,-1,0.00,0.00,445.92,0.00,-0.006,2,185853.22258.c.-1770963185.2.jpeg,C,0.69,690.000000000922,518.000000000126,1.128,4546.47290592083,399.518628802586
71,surface.flt,71,182249.73,304772.14,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,14,27,1523.73,10350.64,12.04,9.64,1517.71,549.04,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,549.04,0.00,-0.003,2,182252.304770.c.-206217131.2.jpeg,C,0.69,690.000000000671,518.000000000754,1.128,1350.5962555891,9174.54872385486
72,surface.flt,72,198107.27,238132.92,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,15,21,4472.27,9138.42,7.23,12.04,4468.65,1760.06,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1760.06,0.00,-0.006,2,198103.238131.c.1551509282.2.jpeg,C,0.69,690.000000000084,517.999999999916,1.128,3964.10671834961,8100.07014715805
73,surface.flt,73,212736.21,274840.38,14.46,0.00,0.00,0.00,0.00,0.00,0.00,0,16,25,6192.21,2227.88,7.23,14.45,6188.60,2220.65,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,2220.65,0.00,-0.008,2,212735.274839.c.1325924846.2.jpeg,C,0.69,690.000000001006,517.999999999162,1.128,5488.62026228292,1974.73540245678
74,surface.flt,74,205865.62,226085.21,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,15,20,12230.62,7995.21,7.23,12.04,674.77,2903.27,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,674.77,0.00,-0.006,2,205858.226084.c.-1098208404.2.jpeg,C,0.69,689.999999999707,517.99999999912,1.128,10840.9180491461,7086.75569989016
75,surface.flt,75,226494.60,293994.92,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,17,26,7041.60,10477.92,9.64,9.64,5862.58,421.76,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,421.76,0.00,-0.005,2,226491.293994.c.909425451.2.jpeg,C,0.69,689.999999999329,518.000000000419,1.128,6241.50157869693,9287.37131511472
76,surface.flt,76,231815.70,287341.26,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,17,26,12362.70,3824.26,12.04,7.23,540.28,3820.64,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,540.28,0.00,-0.005,2,231816.287341.c.1197757826.2.jpeg,C,0.69,690.000000000084,518.000000000168,1.128,10957.9879866811,3389.72747112759
