DefectId, FileType, DefectOrderInFlt, Sx, Sy, Length, BoxDist,Bx, By, Diameter, Obj Width, Obj Height, BClass, Col, Row, iX, iY, width, height, EdgeX, EdgeY, SClass, OClass, ClusterId, GroupId, Zone, Area, PMObjectsNb, PMAbsoluteMicArea, PMProximityX, PMProximityY,GroupArea,GroupLength,GroupEdgeDist,BumpAvgD,Degrees,Recipe,ImageName,ImageType,PixelSize,ImageX,ImageY,RefPixelSize,RefImageX,RefImageY
268435477,surface.flt,21,26168.64,142836.77,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,2,13,350.64,1078.27,12.04,9.64,344.62,1073.45,2,1,-1,-1,63,92.852496,-1,-1,-1,-1,0.00,0.00,344.62,0.00,0.000,2,26166.142835.c.1152762836.2.jpeg,C,0.69,690.000000000105,518.000000000503,1.000,350.639822186771,1078.27200534134
268435478,surface.flt,22,32414.61,165874.02,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,2,15,6596.61,2306.52,7.23,12.04,6308.78,2300.50,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2300.50,0.00,0.000,2,32413.165871.c.-1365456902.2.jpeg,C,0.69,689.9999999999,518.00000000021,1.000,6596.60540677183,2306.52288894815
268435479,surface.flt,23,39825.44,104042.57,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,1098.44,5902.07,12.04,9.64,1092.41,4997.61,2,1,-1,-1,63,87.049215,-1,-1,-1,-1,0.00,0.00,1092.41,0.00,0.000,2,39828.104039.c.43406013.2.jpeg,C,0.69,689.999999999969,518.000000001111,1.000,1098.43665592628,5902.07094365176
268435480,surface.flt,24,44110.31,100833.58,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,5383.31,2693.08,7.23,12.05,5379.69,2687.05,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2687.05,0.00,0.000,2,44113.100830.c.-786845096.2.jpeg,C,0.69,689.999999999927,518.000000000503,1.000,5383.30501647305,2693.07588006534
268435481,surface.flt,25,47351.11,101518.07,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,8624.11,3377.57,12.04,9.64,4278.87,3372.76,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,3372.76,0.00,0.000,2,47350.101514.c.-1771368312.2.jpeg,C,0.69,690.000000000031,518.00000000044,1.000,8624.10578632452,3377.5733123433
268435482,surface.flt,26,47682.28,101938.36,188.85,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,8955.28,3797.86,178.27,93.95,3864.59,3750.88,2,34,-1,-1,63,3180.197988,-1,-1,-1,-1,0.00,0.00,3750.88,0.00,0.000,2,47683.101936.c.-515239025.2.jpeg,C,0.69,689.999999999937,518.000000000356,1.000,8955.27614100856,3797.85858109625
268435484,surface.flt,28,40227.80,213933.32,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,19,1500.80,6747.82,7.23,12.04,1497.19,4150.65,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1497.19,0.00,0.000,2,40222.213931.c.844763824.2.jpeg,C,0.69,689.999999999979,518.000000000629,1.000,1500.80043451689,6747.82382328145
268435485,surface.flt,29,46231.39,227704.63,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,3,20,7504.39,9614.63,12.04,12.04,5398.59,1283.84,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,1283.84,0.00,0.000,2,46230.227702.c.1977528071.2.jpeg,C,0.69,690.000000000063,517.999999999958,1.000,7504.38787230755,9614.63498252898
268435486,surface.flt,30,39020.21,222003.94,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,3,20,293.21,3913.94,14.45,12.04,285.98,3907.92,2,1,-1,-1,63,92.852496,-1,-1,-1,-1,0.00,0.00,285.98,0.00,0.000,2,39018.222001.c.312579125.2.jpeg,C,0.69,690.000000000063,517.999999999204,1.000,293.208897230346,3913.93851181446
268435487,surface.flt,31,43188.59,101031.13,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,3,9,4461.59,2890.63,7.23,12.05,4457.97,2884.61,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,2884.61,0.00,0.000,2,43190.101027.c.-1365293534.2.jpeg,C,0.69,689.999999999927,518.000000000671,1.000,4461.58718142715,2890.63330108147
268435488,surface.flt,32,41659.63,216320.27,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,3,19,2932.63,9134.77,4.82,12.04,2930.22,1763.70,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,1763.70,0.00,0.000,2,41660.216319.c.1936429970.2.jpeg,C,0.69,689.999999999979,517.999999999832,1.000,2932.63276739819,9134.77398864587
268435489,surface.flt,33,61310.45,248259.69,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,22,9674.45,8360.69,12.04,9.64,3228.53,2538.99,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,2538.99,0.00,0.000,2,61311.248259.c.2024629824.2.jpeg,C,0.69,690.000000000031,518.00000000021,1.000,9674.44587380652,8360.68826132314
268435490,surface.flt,34,53317.62,228447.83,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,20,1681.62,10357.83,12.04,7.23,1675.60,543.05,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,543.05,0.00,0.000,2,53317.228445.c.1743467057.2.jpeg,C,0.69,690.000000000021,518.000000000587,1.000,1681.62328203722,10357.8324992314
268435491,surface.flt,35,55646.85,79116.57,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,4010.85,2785.07,7.23,12.05,4007.24,2779.04,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2779.04,0.00,0.000,2,55646.79113.c.-637232887.2.jpeg,C,0.69,690.000000000094,518.000000000042,1.000,4010.85208482356,2785.06634036642
268435492,surface.flt,36,57426.88,95714.70,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,8,5790.88,8478.70,9.64,12.05,5786.06,2419.78,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2419.78,0.00,0.000,2,57425.95711.c.-1362920763.2.jpeg,C,0.69,689.999999999958,517.999999999958,1.000,5790.87746475037,8478.70061631576
268435493,surface.flt,37,56731.73,95268.25,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,8,5095.73,8032.25,7.23,12.05,5092.11,2866.23,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,2866.23,0.00,0.000,2,56729.95264.c.-1811426001.2.jpeg,C,0.69,689.999999999906,517.999999999958,1.000,5095.72686606774,8032.25127677547
268435494,surface.flt,38,54493.75,85466.71,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,2857.75,9135.21,7.23,12.05,2854.14,1763.27,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,1763.27,0.00,0.000,2,54494.85463.c.210163462.2.jpeg,C,0.69,690.000000000126,518.000000000021,1.000,2857.75236469409,9135.20554888101
268435495,surface.flt,39,57901.16,79496.95,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,4,7,6265.16,3165.45,7.23,12.05,6261.54,3159.43,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,3159.43,0.00,0.000,2,57901.79494.c.-215832760.2.jpeg,C,0.69,690.000000000063,518.000000000105,1.000,6265.15534403674,3165.45060079657
268435496,surface.flt,40,73462.81,244110.60,56.90,0.00,0.00,0.00,0.00,0.00,0.00,0,5,22,8917.81,4211.60,55.41,45.77,3963.49,4188.71,2,30,-1,-1,63,2106.591003,-1,-1,-1,-1,0.00,0.00,3963.49,0.00,0.000,2,73463.244110.c.-953625077.2.jpeg,C,0.69,689.999999999937,517.99999999912,1.000,8917.81050518726,4211.59625831738
268435497,surface.flt,41,85769.64,58348.32,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,6,5,8315.64,3825.82,9.64,12.04,4588.54,3819.80,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,3819.80,0.00,0.000,2,85766.58346.c.-2040042958.2.jpeg,C,0.69,689.999999999979,517.999999999979,1.000,8315.64199981559,3825.81863376729
268435498,surface.flt,42,89096.10,55488.51,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,6,5,11642.10,966.01,12.05,12.04,1260.87,959.99,2,1,-1,-1,63,87.049215,-1,-1,-1,-1,0.00,0.00,959.99,0.00,0.000,2,89094.55486.c.-744191893.2.jpeg,C,0.69,689.999999999937,517.999999999937,1.000,11642.1042111423,966.012706782458
268435499,surface.flt,43,79140.17,217460.53,12.05,0.00,0.00,0.00,0.00,0.00,0.00,0,6,19,1686.17,10275.03,7.23,12.04,1682.55,623.45,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,623.45,0.00,0.000,2,79140.217458.c.-1641341989.2.jpeg,C,0.69,690.000000000084,517.99999999979,1.000,1686.16772666176,10275.0280003058
268435500,surface.flt,44,95786.48,45846.78,14.33,0.00,0.00,0.00,0.00,0.00,0.00,0,7,4,5423.48,2228.78,9.64,12.04,5418.66,2222.75,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,2222.75,0.00,0.000,2,95786.45843.c.-2030377277.2.jpeg,C,0.69,690,518.000000000115,1.000,5423.4773126147,2228.77662408998
268435501,surface.flt,45,94428.43,282539.19,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0,7,25,4065.43,9926.69,9.64,12.05,4060.61,971.78,2,1,-1,-1,63,75.442653,-1,-1,-1,-1,0.00,0.00,971.78,0.00,0.000,2,94425.282538.c.-1842968014.2.jpeg,C,0.69,690.000000000021,517.999999999916,1.000,4065.42761970562,9926.69475730194
268435502,surface.flt,46,96115.47,149810.17,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,7,13,5752.47,8051.67,7.23,12.04,5748.85,2846.80,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2846.80,0.00,0.000,2,96110.149808.c.-1703782608.2.jpeg,C,0.69,690.000000000042,518.000000000335,1.000,5752.46781810182,8051.67470498625
268435503,surface.flt,47,105644.93,33127.61,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0,8,3,2372.93,414.11,7.23,14.45,2369.32,406.88,2,1,-1,-1,63,81.245934,-1,-1,-1,-1,0.00,0.00,406.88,0.00,0.000,2,105639.33124.c.1482081634.2.jpeg,C,0.69,689.99999999979,518.000000000063,1.000,2372.93194264786,414.109190156742
268435504,surface.flt,48,106258.07,36911.21,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,8,3,2986.07,4197.71,12.05,7.23,2980.05,4194.10,2,1,-1,-1,63,58.03281,-1,-1,-1,-1,0.00,0.00,2980.05,0.00,0.000,2,106255.36908.c.-1569195878.2.jpeg,C,0.69,690.000000000063,517.999999999937,1.000,2986.07105632304,4197.71190758786
268435505,surface.flt,49,120463.43,292868.99,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,9,26,4282.43,9351.99,7.23,12.05,4278.82,1546.49,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1546.49,0.00,0.000,2,120463.292867.c.325610915.2.jpeg,C,0.69,690.000000000293,517.999999999497,1.000,4282.4329774122,9351.98598267464
268435506,surface.flt,50,125492.04,291549.59,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,9,26,9311.04,8032.59,9.64,12.05,3593.14,2865.88,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,2865.88,0.00,0.000,2,125490.291548.c.77695041.2.jpeg,C,0.69,689.999999999811,517.999999999665,1.000,9311.04471269588,8032.59377007576
268435507,surface.flt,51,113519.74,272780.16,12.23,0.00,0.00,0.00,0.00,0.00,0.00,0,8,25,10247.74,167.66,9.64,12.05,2656.45,161.64,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,161.64,0.00,0.000,2,113519.272779.c.-1237130129.2.jpeg,C,0.69,690.000000000587,518,1.000,10247.7359493894,167.661127077008
268435508,surface.flt,52,151194.70,304517.57,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,11,27,9195.70,10096.07,9.64,9.64,3708.48,803.61,2,1,-1,-1,63,63.836091,-1,-1,-1,-1,0.00,0.00,803.61,0.00,0.000,2,151194.304516.c.545787009.2.jpeg,C,0.69,689.999999999832,518.000000000838,1.000,9195.70085718887,10096.0691439876
268435509,surface.flt,53,144746.24,303592.48,12.63,0.00,0.00,0.00,0.00,0.00,0.00,0,11,27,2747.24,9170.98,9.64,9.64,2742.42,1728.71,2,1,-1,-1,63,69.639372,-1,-1,-1,-1,0.00,0.00,1728.71,0.00,0.000,2,144742.303591.c.761638340.2.jpeg,C,0.69,689.999999999204,518.000000000251,1.000,2747.24187440946,9170.97586538619
